Time: 2020-08-29 18:35:24.665134087 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:36:08.361407482 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:09.362509967 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:10.359412078 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:11.361345623 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:12.361935986 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:13.360138471 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:14.361817936 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:15.360651464 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:16.362433925 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:18.047900686 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:18.361041033 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:19.359675226 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:20.382977339 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:21.361416863 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:22.360597581 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:23.36119375 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:24.368787453 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:25.373024958 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:26.361300088 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:27.375916666 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:28.362347189 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:29.360594372 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:30.820001246 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:31.361370827 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:32.387504209 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:33.361754354 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:34.384258939 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:35.364178982 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:36.36377015 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:37.369160124 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:38.384851061 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:39.386962831 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:40.369707029 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:41.361196939 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:42.362853809 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:43.362600896 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:44.363539518 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:45.361173523 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:46.361486473 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:47.361503659 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:48.38421915 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:49.366026934 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:50.360733647 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:51.362369079 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:52.359845831 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:53.361542337 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:54.360652288 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:55.361375697 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:56.361619194 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:57.389624363 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:58.370183455 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:36:59.361053125 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:00.360942045 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:01.358984511 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:02.361701251 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:03.361527371 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:04.359763029 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:05.360982949 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:06.361657297 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:07.383733487 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:08.362918368 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:37:09.361566978 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:37:10.379870955 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:11.361512686 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:12.361736872 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:13.362081863 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:14.377541174 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:15.360601457 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:16.361354042 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:17.365930687 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:18.360165599 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:19.359779771 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:20.361464599 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:21.383182896 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:22.372253715 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:23.363410034 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:24.361115159 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:25.359529787 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:26.379835035 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:27.362868789 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:28.359670244 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:29.36161984 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:30.361544493 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:31.36179934 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:32.829708074 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:33.35966494 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:34.361818146 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:35.362144875 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:36.36115165 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:37.904428205 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:38.362076828 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:39.363599451 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:40.369356235 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:41.360880552 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:42.396024503 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:43.362310716 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:44.361294957 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:45.358466438 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:46.38149337 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:47.361458234 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:48.361841947 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:49.360514711 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:50.372536662 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:51.359844574 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:52.361782651 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:37:53.360918741 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:37:54.372566039 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:55.360597704 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:56.360299918 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:57.366564417 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:58.361835079 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:37:59.361560893 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:00.799585707 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:01.385458838 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:02.362152122 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:03.375051989 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:04.36290272 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:05.362924126 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:06.360596379 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:07.361599232 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:08.368416338 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:09.864021209 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:10.380207342 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:11.360675757 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:12.359900948 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:13.361856002 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:14.360768589 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:15.36031262 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:16.362038944 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:17.363331946 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:18.375154535 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:19.3599125 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:20.387453452 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:21.360785908 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:22.836065827 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:23.361410053 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:24.362056853 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:25.374286218 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:26.360845557 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:27.383350527 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:28.360858572 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:29.362031192 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:30.361161115 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:31.36111638 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:32.374386966 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:33.364365619 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:34.387177294 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:35.38163543 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:36.361350176 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:37.394182407 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:38.365682018 +0000 UTC, Service: , StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:39.840755711 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:40.361878023 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:41.361154174 +0000 UTC, Service: , StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:46.485238196 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:47.365505416 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:48.804495929 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:49.363457135 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:50.365904819 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:51.362812767 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:38:52.365873455 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:53.365324866 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:54.36409251 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:55.380122742 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:56.364047919 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:38:57.379594661 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: RED 
Time: 2020-08-29 18:38:58.363880084 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:38:59.384874553 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:39:00.363874609 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:01.362272076 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:02.364606217 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:03.36529878 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:04.364474118 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:05.37662172 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:06.365768145 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:07.365836117 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:08.390082347 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:09.364644684 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:10.393890819 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:11.362663902 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:12.377205377 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:13.363218985 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:14.367272109 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:15.383828304 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:16.365403016 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:17.373107764 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:18.365604594 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:19.367839762 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:20.365128627 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:21.466183332 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:22.363989488 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:23.362259474 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:24.364577045 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
